,text,text_translate,voted_up,early_access
2790,Yıl olmuş 2020 oynarken hissettiğim 1990 binlerce liralık sisteme şu oyunu yükleyip oynamak hakaret gibi düşük sistemler için yapılmış fazlasıyla basit bir oyun eğer bilgisayarınız hiçbirşeyi açmıyorsa oynayabilirsiniz,"This vyser (I can’t call it a game in any way), the developer warns us about the importance of contraception, so that we, dear players, would never repeat the mistake of his parents conceiving this creature in a drunken state, and it looks like a drug frenzy.",False,False
2791,"there will be a trade, will be online . #FIXPUBG  #RETURNTREYD",Paid mods....  I don't love this game THAT much any longer,False,False
2792,Mod desteği kaldırıldı. Bana göre bu oyunu modlar ayakta tutuyordu.,Shit game no for grandpas or fifty year old people,False,False
2793,"Infested with hackers and the most toxic people you will ever meet. People will follow you around and teamkill you, people will killthemselves over and over again just so your team loses the match and people will play earrape down the mic for the entire game.  Avoid at all costs",+ Pros And nothing -Mines- everything,False,False
2794,помойка(,"I don't like how they start off as animals (I usually skip Bearverly because of this reason), I preferred the way they did it in Crush crush with the other girls.",False,False
2795,stupid doesnt work,"Hanging for two hours just to evaluate it. I just bought it to support the colorful painting, but I have to say that if this kind of game gets more word-of-mouth, it will drop.",False,False
2796,Think of the worst game you've ever played. Autobahn Police Simulator is worse.,"Fun game, UNTIL you get the error saying you're kicked from the game every single game you play because the company can't afford better servers and you're on the bottom of the list. Thanks for your $30 though and we won't let you play our game is basically what they're saying.",False,False
2797,Würde keinem raten dieses Game zu empfehlen !!! -Schlechter Support -Schlechte entwicklung - Kleine Map Die können daraus was besseres tun ! hab meine 6 Stunden und in der Regel ist es so unter 100 Spielstunden kann Mann das geme zurückbeantragen und sie machen nicht Anwalt wird eingeschaltet !!!,disappoint..,False,False
2798,Пидоры!!! Верните ВЕРТИГО!!!! :c,"I loved this game, especially because it was free. Now they decided to introduce skipasses which are monthly forced payments. Multiplayer isnt working anymore either. ♥♥♥♥♥♥♥♥ decision to go to monthly payment 4 years after release.",False,False
2799,联机体验极差,Its an interesting concept but overall it fails to meet expectations.  Doesn't really have much content to be honest.,False,False
2800,НЕТ СЕРВЕРОВ,This is a good game. Except I played it on a console. Most people wouldn't be able to play this. I wasn't able to. I want to reccomend this but I can't play it so I can't reccomend.,False,False
2801,very good game :),"The game is good if you don't run it. I especially like online! I wanted to buy a WinRAR gold subscription, but I bought this game. And I didn't want to! 2 people in a game out of 10",False,False
2802,"Seit dem das Game aus der Early-Access raus ist, hat es nur Probleme,  - Lags -Mauszeiger im Hauptmenü weg -Gegner schwimmen in der Welt -Mit ner 1080 100% Grafik auslastung WTF ?!! So mach das kein Spaß","As a level 1200+ who unlock all the classes and units.... The game lost its former self.  Everything is pretty much dumb down.   There's zero competitive-ness.  Classes are non-existant they made every weapon similar just different skill animations.  Looking for a bow that nukes everybody? sorry not in this game, looking for a sword shield tanker? not in this game they are squishy af its like their shields are useless. What really made me stop playing this game is the virus mail.ru that they want you to run when you play the game.  No thanks.  I used to be able to play the game with it perma block on my firewall now I can't. Yeah right. OLD REVIEW: As a level 400++ I can tell you this.... Lots of toxic players on this game but that is not what you should be concerned about.  The amount of losers in this game! if they whine to mycom and the devs, you get the heat and short-end of stick.  The losers will always complain about something, anything and everything, its quite pathetic really.  The losers gets rewarded while the winners get penalize.  If you're looking for top notch competitive game, then this is not for you.",False,False
